text_es,translation
"IX Las pinturas de carácter simbólico y decorativo. William Morris, el famoso poeta y artista inglés asociado al movimiento prerrafaelita, expresa con frecuencia, tanto en sus conferencias como en sus escritos, su convicción de que la máxima expresión ornamental de las sociedades intelectuales y artísticas —aquellas que él anhelaba para el futuro— consistiría en una gran obra pictórica decorativa que, al revestir con opulencia las paredes de edificios públicos, religiosos y civiles, serviría a las generaciones venideras como un constante medio de instrucción y de deleite estético. “Esa pintura —afirma—, caracterizada por su riqueza ornamental y su imaginación, la más adecuada para una sociedad cultivada e inteligente, sustituirá al cuadro de caballete, a la pieza artística que, con una preeminencia egoísta, ha dominado hasta ahora el ámbito del arte de la burguesía contemporánea”. Más que un mero deseo de crear una escuela artística particular, definida por sus manifestaciones decorativas, se puede afirmar que la aspiración del esteta inglés refleja una aspiración general del arte contemporáneo, ya realizada en gran medida en las naciones que constituyen la vanguardia de la cultura moderna.","IX Sinbolo eta dekorazio izaerako pinturak. William Morris, poeta eta artista ingeles ezaguna, mugimendu prerrafaelitari lotua, sarritan adierazten du, bai bere hitzaldietan, bai bere idazkietan, gizarte intelektual eta artistikoek —etorkizunerako desiratzen zuenak— izango zuen dekorazio adierazpen gorena izango zela obra piktoriko handi bat, eraikin publiko, erlijioso eta zibilen hormak oparotasunez jantziko zituena, eta belaunaldi berriei etengabeko instrukzio eta gozamen estetikorako balioko ziena. ""Pintura hori —dio—, bere aberastasun dekoratiboagatik eta bere irudimenagatik, gizarte landu eta adimentsu baterako egokiena, orain arte burges garaikideen artearen esparruan nagusi izan den mihise gaineko koadroa eta artelan berekoiaren lehentasuna ordezkatuko du"", esan du. Inolaz ere ez da soilik arte eskola berezi bat sortzeko desioa, dekorazio adierazpenen bidez definitua, baizik eta ingeles estetaren asmoa arte garaikidearen asmo orokorrago bat islatzen duela esan daiteke, neurri handi batean gauzatua izan dena kulturaren abangoardia osatzen duten nazioetan."
"Juan observaba a las dos hermanas, ahora a una, ahora a la otra, pues ambas ejercían sobre él un atractivo similar y, a la vez, diferente.","Juan bi ahizpei begira zegoen, batera eta bestera, zeren biek erakartzen baitzuten berdin eta, aldi berean, desberdin."
"Saloma, en los negocios nunca hay que dar nada por sentado, ¡ya lo sabes!","""Saloma, negozioetan ez da inoiz ezer ziurtzat jo behar, badakizu!"""
"Su figura, de porte elegante, contrasta con la desaliñada de su hermano, don Pedro, que ahora lee un periódico extranjero al otro extremo de la mesa. Tiene cincuenta años y lleva toda la barba. En lo que depende de él, como en lo relativo a la barbería y la sastrería, se ha dejado ir, pero, aunque viste trajes pasados de moda y camisas que no le quedan bien, siempre está impecable, gracias a su sobrina, Enriqueta, que ocupa otro lugar alrededor de la mesa. Es una joven de veintidós años, sencilla, de aspecto distinguido y modesto.","Haren itxura dotorea kontrastatzen du anaiaren itxura desitxuratuarekin, don Pedrorekin, zeina egunkari atzerritar bat irakurtzen ari den mahaiaren beste muturrean. Berrogeita hamar urte ditu eta bizar osoa du. Bere esku dagoen guztian, barberoari eta jostunari dagokionez, utzikeria nagusitu da, baina, nahiz eta modaz pasatako trajeak eta ondo egokitzen ez zaizkion alkandorak jantzi, beti dago txukun, bere iloba Enriquetari esker, zeina mahaiaren inguruan beste leku batean dagoen. Hogeita bi urteko neska bat da, xumea, itxura dotore eta apalekoa."
"Y desde entonces, más que el hombre contra la fiera, el hombre contra el hombre es la ley que en el mundo impera.","Ordutik, gizona gizonaren aurka da munduan nagusi den legea."
"Miquel extendió los brazos para alcanzar el plato y la jarra de agua. En el plato, solo quedaba un puñado de polvo, y dentro de la jarra, un fino velo de musgo.","Miquelek besoak luzatu zituen plater eta ur pitxerra hartzeko. Platerrean hauts eskukada bat besterik ez zen geratzen, eta pitxerrean, goroldio-geruza fin bat."
"Janret, si es que sueña, debe soñar con su hijo, Martinet, la alegría de sus ojos, que tiene talento para todo tipo de trabajos del campo y para muchas otras tareas; y, en cuanto a conocimientos, no le va en nada al cura del pueblo.","Janret, baldin eta amets egiten badu, bere seme Martinetekin amestu behar du, bere begien alaitasuna, landa-lan guztietarako eta beste hainbat zereginetarako dohainak dituena; eta, jakintzari dagokionez, herriko apaizaren pare dago."
"Con todos esos antecedentes, ya se entiende que los miembros de la familia Aspriu encontraban en sus visitas a casa de los Pobric un sinfín de placeres y de cosas que les encantaban.","Testuaren itzulpena:

Aurrekari horiek kontuan hartuta, argi dago Aspriu familiako kideek Pobric familiaren etxera egindako bisitetan plazer ugari eta gogoko zituzten gauza asko aurkitzen zituztela."
"El tío Rafael no se cansaba de decir que todo aquello le parecía demasiado lujoso para su sobrina; que el vestido llevaba un sombrero adornado con encajes blancos que se elevaban sobre la cabeza, formando una especie de dosel y dejando entrever el cabello con un gracioso moño floral que parecía una diadema, y unas cintas que se anudaban a un lado del cuello; que incluso en Barcelona, al verla con aquel atuendo, con sus amplias volantes y sus bordados, la gente de su barrio la miraría con disimulo, y que una joven que había tenido la suerte de vestirse como ella, pero que ahora no podría ser más que una modista de poco recursos, debía tener mucho cuidado de no mostrar demasiado su atractivo.","Osaba Rafael ez zen aspertzen esaten guztia bere iloba bezalako pertsona batentzat gehiegizko luxua zela; soinekoak kapela zuen, encaje zuriz apaindua, buru gainetik altxatzen zena, eta ilea lore-motots batekin apainduta zegoen, diadema bat zirudien, eta lepoko zintak lepoaren alde batean lotuta zeuden; Bartzelonan, jantzi horrekin, bere auzoko jendeak disimuluz begiratuko zion, eta zorte ona izan zuen bezala jantzi zen emakume batek orain ezin izango zuen baino modista txiro bat baino gehiago izan, eta bere erakargarritasuna gehiegi erakutsi behar zuen."
"Bernardo: Contestadme: ¿estáis aquí, Horacio?","Bernardo: Erantzun iezadazu: Horazio, hemen al zaude?"
"¿Es que nosotros creemos que Portugal es de una carnadura diferente que otros países federados o federables? Cierto es que las instituciones españolas han demostrado en el decurso de la historia una virtud repelente y disolvente no igualada en otras latitudes, pero para creer difícil, por no decir quimérica, la reintegración de Portugal a España, basta tener presente que la realización de los augurios de En Cambó sería el caso extraordinario de una nación independiente constituida en estado soberano que pasaría de un statu quo de libertad a una federación no impuesta por ningún acto de fuerza o de coacción moral. Sadowa, Sedán, sellaron con la hegemonía de Prusia el Imperio Alemán, anteriormente habituado a una tradición confederal. Las nuevas federaciones de Europa se han constituido, no para ligar más, sino con el propósito o la excusa de desligar un poco. Suiza es la estrella de tres o cuatro vértices de áreas lingüísticas, colgada casi del cielo, inventada por el instinto de independencia montañesa y por la necesidad de defensa mutua en un país de fronteras. Capítulo II Las posibilidades de Cataluña 5. Preludio separatista. 6. Visión de algunas posibilidades. 7. No hay que temer el temperamento catalán, sino el no aprovecharlo. 5 En Cambó excluye la solución separatista por imposible a causa de razones extrínsecas y por indeseable a causa de razones intrínsecas. Ocuparse de ello en las circunstancias actuales podría parecer un exceso de literatura, pero no obstante cabe decir que, para los soñadores o los convencidos de una Iberia magna, la separación temporal de Cataluña sería el preludio más afinado. Toda federación o confederación pactada dentro de un régimen más estrecho resulta sospechosa de poca espontaneidad y lesiva de la dignidad de aquella parte contratante que estaba en situación de dependencia; esta fue la dificultad más grande en las negociaciones de la paz vigente entre Irlanda e Inglaterra. Solo puede aminorar estos males de origen un tacto exquisito y hasta abnegado por parte de quienes representan el poder hegemónico. Las declaraciones de algunos intelectuales castellanos de acatamiento de la voluntad de Cataluña, aunque fuese separatista, allanan más el camino de una federación ibérica decorosa y fuerte que todas las coacciones de la fuerza material y todos los cumplimientos de los especuladores.","Hau da itzulpena:

Ba al dugu uste Portugal beste federazio edo federatu daitezkeen herrialde batzuk baino izaera desberdina duenik? Egia da erakunde espainiarrek historian zehar bertute uxatzaile eta disolbatzaile paregabea erakutsi dutela, baina Portugal Espainiara itzultzea sinestea zaila, ezinezkoa ez esatearren, izango litzateke, kontuan hartzen badugu En Cambóren iragarpenak betetzea estatu burujabe independente baten kasu aparta izango litzatekeela, askatasun estatus batetik federazio batera igaroko litzatekeena, inolako indar edo koakzio moralaren ondorioz inposatua izan gabe. Sadowa, Sedán, Prusiaren hegemoniarekin itxi zuten Alemaniako Inperioa, aurretik ohituta zegoena tradizio konfederal batera. Europako federazio berriak ez dira osatu lotura gehiago egiteko, baizik eta banantzeko asmo edo aitzakia batekin. Suitza hizkuntza-eremu batzuen hiru edo lau erpinen izarra da, ia zerutik zintzilik, mendi-askatasunaren senak eta mugak defendatzeko beharrak asmatua. II. kapitulua Kataluniako aukerak 5. Preludio separatista. 6. Zenbait aukeraren ikuspegia. 7. Ez da katalan izaera beldurtu behar, baizik eta ez aprobetxatzea. 5 En Cambók baztertzen du soluzio separatista ezinezkoa delako kanpoko arrazoiengatik eta desegokia delako arrazoi intrintsekoengatik. Gaur egungo egoeran horretaz arduratzea literatura gehiegi izan daiteke, baina hala ere esan behar da, Iberia handi baten ameslarientzat edo konb"
"Y, después de abrazarnos con fuerza, nos separamos, deseando vernos en el cielo, si ya no nos volvemos a encontrar en la tierra.","Testu hori euskaratuta honela geratuko litzateke:

Eta, elkar estu besarkatu ondoren, banandu egin ginen, zeruan elkar ikusteko itxaropenarekin, lurrean berriro elkar topatzen ez bagara."
"—Tienes toda la razón, Virginia. ¡Nunca se piensa en todo! Esta experiencia me servirá. Sin duda, el conde volverá a visitarnos.","—Arrazoi osoa duzu, Virginia. Ez da beti dena kontuan hartzen. Esperientzia hau baliagarria izango zait. Ziur naiz kondea berriz etorriko zaigula bisitan."
"¿Qué ocurre, Què? ¿Qué tienes que arreglar? ¿Qué ha pasado?","Zer gertatzen da, Què? Zer konpondu behar duzu? Zer gertatu da?"
"Don Pedro, esto es lo que te ha perdido: no creer. Ten fe, hombre, porque de la fe nace la esperanza.","Don Pedro, hau da galdu dizuna: ez sinestea. Izan fedea, gizona, fedetik sortzen baita itxaropena."
"Al dejar atrás su país natal con apenas treinta pesetas en el bolsillo, en otras ocasiones no habría dudado en seguir adelante hasta terminar, tal vez, en el cuartel. Pero aquellas palabras tajantes, pronunciadas en un momento tan solemne, y que decían: ""si tienes fortuna"", se le habían clavado como una espina en el alma. Ya tenía veintiséis años, ya era mayor de edad, incluso con algo más, y debía empezar a pensar en el futuro, en la vejez, pues no había venido a este mundo para crecer y desarrollarse como los árboles del paseo o como un ser sin educación.","Jaioterria utzi zuen, poltsikoan hogeita hamar pezeta besterik ez zituela, beste batzuetan ez zuen zalantzarik izango aurrera jarraitu eta, agian, kuartelean amaitzeko. Baina hitz zorrotz haiek, une hain solemne batean esanak, ""zortea baduzu"" esan nahi zutenak, arantza baten moduan iltzatuta geratu zitzaizkion ariman. Hogeita sei urte zituen, heldutasunera iritsia zen, are gehiago, eta etorkizunaz pentsatzen hasi behar zuen, zahartzaroaz, ez baitzegoen mundu honetara hazi eta garatzeko edo heziketarik gabeko izaki baten moduan hazteko bakarrik etorria."
"—Es evidente. Tendré que protestar, aunque solo sea para defender el honor de mi orden.","—Argi dago. Protesta egin beharko dut, nire ordenaren ohorea defendatzeko, gutxienez."
"En medio de un gran grupo de hombres, entre los que abundaban los jóvenes de rostro afeitado, con el pelo largo, fumando en pipa y con una bufanda anudada al cuello, apareció un hombre de baja estatura, que aún llevaba pantuflas y camisa de dormir. Los fijó con extrañeza, arqueando las cejas y frunciendo el ceño, y tras invitarlo amablemente a acercarse, lo llevó un poco apartado del grupo para que le explicara qué lo había llevado hasta allí, sin siquiera ofrecerle una silla por cortesía. Don Santiago se puso rojo, sintió que se le paralizaba la lengua. No era ese el Rupertet de la escuela. El hombre que tenía delante, calvo y demacrado, tan desaliñado y arrugado, con una barba rala y grisácea, y con los ojos ocultos tras unos lentes de cristales gruesos, no se parecía en nada, absolutamente nada, a aquel compañero de clase, de rostro rosado y figura robusta; ni siquiera en estatura, a pesar de que, en ese momento, no parecía tener mucha presencia.","Testuaren itzulpena:

Gizon talde handi baten erdian, bizarra moztutako gazte askorekin, ile luzea, pipa erretzen eta lepoan korapilatutako bufanda zeramatenekin, gizon baxu bat agertu zen. Oraindik pantuflak eta lotan erabiltzen den kamiseta zeramatzan soinean. Harriduraz begiratu zien, betazalak altxatuz eta bekokia zimurtuz, eta adeitasunez hurbiltzeko gonbita egin ondoren, pixka bat aparte eraman zuen, azal zezan zergatik zegoen han, eta ez zion aulkirik eskaini ere egin. Don Santiago gorritu egin zen, mingaina paralizatuta sentitu zuen. Ez zen eskolako Rupertet hura. Aurrean zuen gizona, burusoila eta deshidratatua, hain desitxuratua eta zimurtua, bizar gutxi eta grisaxka zuena, eta betaurreko lodi batzuen atzean ezkutatutako begiak zituena, ez zen batere antzekoa, ezta gutxiago ere, hura, aurpegi gorriko eta gorputz sendoko ikaskide harekin; ezta altueran ere, nahiz eta une hartan ez zirudien oso presentzia handia zuenik."
"—¿Cómo, ¿en este momento? En este y en todos, no podéis hacer más que halagarme —exclamé—. Vosotros, que me habéis dado tanta felicidad... sentaos, sentaos.","—Nola, orain? Orain eta beti, ezin didazue besterik egin baino —oihukatu nuen—. Zuek, hainbeste zoriontasun eman didazuenok... eseri, eseri."
"—No, Sergi, no os quedéis aquí. Tenéis a vuestras mujeres a vuestro lado y ellas se esforzarán para que se haga justicia.","—Ez, Sergi, ez geratu hemen. Emazteak alboan dituzue eta haiek saiatuko dira justizia egiten."
"De un hombre así, sin duda, puede resultar perturbada toda una población; pero Deià es un lugar tranquilo, donde se han visto cosas peores.","Hori bezalako gizon batek, zalantzarik gabe, herri oso bat nahas dezake; baina Deià leku lasaia da, eta gauza okerragoak ikusi izan dira bertan."
